category,lat,lon,osm_type,osm_id,name
bus_stop,28.5285738,77.2319627,node,5490931524,Pushp Vihar
bus_stop,28.5521924,77.264507,node,5511369034,Kalkaji Temple
bus_stop,28.5582467,77.2628428,node,5511370166,Okhla Sabzi Mandi
bus_stop,28.5543251,77.2269961,node,5543580373,Siri Fort Crossing
bus_stop,28.5480079,77.2765325,node,5561733888,Okhla Tank
bus_stop,28.6083251,77.2279781,node,5567166100,Shahjahan Road UPSC
bus_stop,28.6241247,77.2393748,node,5567166775,Tilak Bridge
bus_stop,28.6163362,77.2338873,node,5567166876,Patiala House
bus_stop,28.547266,77.2538952,node,5578382619,Nehru Place
bus_stop,28.5733398,77.2573944,node,5584870725,Ashram
bus_stop,28.5864131,77.2529822,node,5584870726,Hazrat Nizamuddin Railway Station
bus_stop,28.5278478,77.2317032,node,5584871833,
bus_stop,28.5738117,77.2575022,node,5584872921,Ashram
bus_stop,28.6277699,77.243304,node,5585958324,ITO
bus_stop,28.6278464,77.2444747,node,5585958325,ITO
bus_stop,28.6278888,77.2523778,node,5585958326,Delhi Secretariat
bus_stop,28.6209548,77.285102,node,5585958327,Ganesh Nagar
bus_stop,28.5685647,77.2539456,node,5585958328,Nehru Nagar
bus_stop,28.625269,77.2384852,node,5587022728,Tilak Bridge
bus_stop,28.6279924,77.2609314,node,5587022729,Rainy Well
bus_stop,28.6430167,77.2259822,node,5637100897,Police Station Kamala Market
bus_stop,28.525488,77.2606198,node,5655291486,TB Extension
bus_stop,28.5254197,77.2621575,node,5655291487,DDA Kalkaji Extension
bus_stop,28.5285197,77.2705242,node,5655292435,Central Reserve Police Force
bus_stop,28.5267332,77.2668544,node,5655292554,Kalkaji Extension
bus_stop,28.5255785,77.2609331,node,5663495758,TB Extension
bus_stop,28.5339998,77.2687239,node,5663496119,C Lal Chowk
bus_stop,28.534494,77.2682466,node,5663496324,C Lal Chowk
bus_stop,28.5285509,77.2701089,node,5663496525,Central Reserve Police Force
bus_stop,28.5743182,77.2287394,node,5701997798,Sukhdev Vihar
bus_stop,28.5323134,77.2268866,node,5714671373,Vocational College
bus_stop,28.5344622,77.2438618,node,5715371718,"Greater Kailash II, M-Block Market"
bus_stop,28.5344091,77.2437842,node,5715382910,"Greater Kailash II, M Block Market"
bus_stop,28.5278823,77.2483841,node,5715382911,Narmada Apartment
bus_stop,28.5402176,77.2400527,node,5715387039,
bus_stop,28.5310249,77.2456878,node,5715387116,
bus_stop,28.5279858,77.2482354,node,5715387117,Narmada Apartment
bus_stop,28.5310524,77.2457633,node,5715389197,
bus_stop,28.5379488,77.2398457,node,5715389198,
bus_stop,28.5400311,77.2402111,node,5715389199,
bus_stop,28.5268636,77.2520432,node,5715390754,Alaknanda Apartment
bus_stop,28.6430511,77.2264308,node,5721283954,
bus_stop,28.6165335,77.2337529,node,5732540809,Patiala House
bus_stop,28.6373488,77.2412662,node,5732542139,Delhi Gate
bus_stop,28.6337909,77.2407952,node,5732543214,Express Building
bus_stop,28.6434906,77.240305,node,5732543215,Golcha Cinema
bus_stop,28.649126,77.2393165,node,5732543216,Subhash Park
bus_stop,28.6290153,77.2411467,node,5732543999,Lala Ram Chandra Aggarwal Chowk
bus_stop,28.6387849,77.2410326,node,5732544000,Ambedkar Stadium
bus_stop,28.6071651,77.2268196,node,5732544103,Shahjahan Road UPSC
bus_stop,28.621806,77.2376334,node,5732544104,Supreme Court
bus_stop,28.6371994,77.2408944,node,5732544105,Dilli Gate
bus_stop,28.6480005,77.2402824,node,5732544110,Daryaganj
bus_stop,28.6446646,77.2404982,node,5732544111,Golcha Cinema
bus_stop,28.5457319,77.2501613,node,5732544224,
bus_stop,28.5441197,77.2460707,node,5732544225,
bus_stop,28.5391,77.2536842,node,5732544226,Deshbandhu Colony
bus_stop,28.5302386,77.2585522,node,5732544227,
bus_stop,28.6291247,77.2414332,node,5732544322,Lala Rama Chandra Aggarwal Chowk
bus_stop,28.5589726,77.2373164,node,5732544323,Lady Shriram College
bus_stop,28.5526493,77.2461739,node,5732544324,Sant Nagar
bus_stop,28.5486684,77.2491334,node,5732544325,Nehru Place
bus_stop,28.5568376,77.2407381,node,5732544448,Kailash Colony
bus_stop,28.5484332,77.2492335,node,5732544449,Nehru Place
bus_stop,28.619799,77.2900712,node,5741894535,Dharma Apartments
bus_stop,28.6154847,77.2843515,node,5741894536,Pandav Nagar Samaspur Jagir Village
bus_stop,28.6248964,77.3093051,node,5741894537,Khichdipur Village
bus_stop,28.6217451,77.2945663,node,5741967072,Ambedkar Park
bus_stop,28.6215873,77.2948613,node,5741967073,Government Model School
bus_stop,28.6208616,77.3205572,node,5743506128,
bus_stop,28.6127926,77.3061928,node,5743508507,Trilokpuri Block 13
bus_stop,28.6164975,77.2881356,node,5743508841,Patparganj Mor
bus_stop,28.6133497,77.2955378,node,5743508842,Mayur Vihar
bus_stop,28.6305068,77.3162825,node,5743508843,Gazipur Crossing
bus_stop,28.6482103,77.2688562,node,5743509248,Geeta Colony
bus_stop,28.6434076,77.2704804,node,5743509249,
bus_stop,28.6387059,77.2696681,node,5743509250,Bank Enclave
bus_stop,28.6321606,77.2710164,node,5743509251,Lalita Park
bus_stop,28.6356772,77.2700229,node,5743509384,Ramesh Park
bus_stop,28.6147409,77.2902467,node,5743509389,Pandav Nagar Police Station
bus_stop,28.6132902,77.3015765,node,5743509390,Kotla Village
bus_stop,28.6129392,77.312567,node,5743509401,Chand Cinema
bus_stop,28.6135106,77.3163035,node,5743509402,Super Bazar
bus_stop,28.6148949,77.3191538,node,5743509403,Kalyanpuri
bus_stop,28.6227959,77.3198113,node,5743509409,
bus_stop,28.614564,77.3212173,node,5743510121,
bus_stop,28.6418869,77.3158056,node,5743510401,Gazipur Depot
bus_stop,28.6321175,77.3157087,node,5743510626,Gazipur Village
bus_stop,28.5452631,77.2640838,node,5755441011,Govindpuri Metro Station
bus_stop,28.5481963,77.2630223,node,5755441124,Kalkaji Temple
bus_stop,28.5659656,77.2307287,node,5758573202,Andrews Ganj
bus_stop,28.5430982,77.2313527,node,5758573270,Panchsheel Enclave
bus_stop,28.6408893,77.2576586,node,5761966320,Rajghat Depot
bus_stop,28.545106,77.2638852,node,5778514128,Govindpuri Metro Station
bus_stop,28.617463,77.2872034,node,5807089608,Patparganj Mor
bus_stop,28.6229829,77.2982356,node,5810962662,Press Apartment
bus_stop,28.6227292,77.2982571,node,5810962663,Press Apartment
bus_stop,28.5749652,77.2624255,node,5812151723,Maharani Bagh
bus_stop,28.5373172,77.2674707,node,5812151730,Kalkaji Depot
bus_stop,28.6154266,77.2855959,node,5812151733,Samaspur Jagir Village
bus_stop,28.6367112,77.287496,node,5819987434,Nirman Vihar
bus_stop,28.6240594,77.2406647,node,5822184061,Supreme Court‌ Metro Station
bus_stop,28.6362818,77.3103314,node,5822184062,Hasanpur Village
bus_stop,28.6359908,77.3108178,node,5822184063,Hasanpur Village
bus_stop,28.6312818,77.278804,node,5822184064,Laxmi Nagar
bus_stop,28.6122003,77.2824952,node,5880870401,Akshardham Pushta X-ing
bus_stop,28.5917847,77.2401881,node,6053797350,Lodhi Hotel/Shiv Mandir
bus_stop,28.6013564,77.2378345,node,6077096067,Golf Club
bus_stop,28.6291497,77.2380081,node,6077096069,Bal Bhawan
bus_stop,28.6289742,77.2378304,node,6077096258,Bal Bhawan
bus_stop,28.6094757,77.233186,node,6077096430,Jaipur House
bus_stop,28.6361915,77.2252945,node,6077096433,Kali Mandir
bus_stop,28.6229111,77.2404617,node,6086075001,Supreme Court
bus_stop,28.566176,77.2299551,node,6112155497,Andrews Ganj
bus_stop,28.5412448,77.2556979,node,6115749033,Deshbandhu College
bus_stop,28.5435229,77.2515285,node,6115749034,"B Block, Kalkaji"
bus_stop,28.5666551,77.2623609,node,6198752458,New Friends Colony
bus_stop,28.5615372,77.2661563,node,6198752461,Ishwar Nagar
bus_stop,28.561703,77.2665041,node,6198752463,Ishwar Nagar
bus_stop,28.5707329,77.2467639,node,6203988021,Lajpat Nagar (DJB)
bus_stop,28.6298089,77.2252547,node,6225482787,Barakhamba Metro Station
bus_stop,28.6298443,77.3068587,node,6225764790,Balco Apartment
bus_stop,28.6298084,77.306697,node,6225764791,Balco Apartment
bus_stop,28.5544873,77.2714816,node,6255913361,Sukhdev Bus Depot
bus_stop,28.5652036,77.2428237,node,6258194788,Lajpat Nagar
bus_stop,28.5294564,77.2879787,node,6274317080,Madanpur Khadar
bus_stop,28.5430684,77.3028852,node,6274317084,Shahin Bagh
bus_stop,28.5452187,77.3059891,node,6274319088,Kalindi Kunj
bus_stop,28.5387286,77.2922202,node,6274319089,"K-Block, Sarita Vihar"
bus_stop,28.540803,77.2971979,node,6274319090,Jasola Vihar
bus_stop,28.5581844,77.329477,node,6274319094,Sector 38
bus_stop,28.5427896,77.303097,node,6274736838,Shahin Bagh
bus_stop,28.5293253,77.2884631,node,6274736839,Madanpur Khadar
bus_stop,28.5536445,77.3216861,node,6274736841,
bus_stop,28.5403159,77.2968071,node,6274736847,Jasola Vihar
bus_stop,28.5433787,77.3104561,node,6274736848,
bus_stop,28.5382341,77.2918294,node,6274736851,"K-Block, Sarita Vihar"
bus_stop,28.5580823,77.3300457,node,6274736854,Sector 38
bus_stop,28.5450463,77.3062484,node,6274736855,Kalindi Kunj
bus_stop,28.5613968,77.3383521,node,6274736857,Botanical Garden
bus_stop,28.5625199,77.3401813,node,6274848323,Noida Sector 37
bus_stop,28.5562486,77.2294367,node,6324833176,Sadiq Nagar
bus_stop,28.5284717,77.2578939,node,6341209903,DDA Flats Kalkaji
bus_stop,28.533089,77.2596576,node,6341209907,
bus_stop,28.5654623,77.2456272,node,6341801997,Lajpat Nagar
bus_stop,28.5618247,77.2581752,node,6349423447,"C Block, East of Kailash"
bus_stop,28.5476527,77.2628734,node,6349423449,Kalkaji Temple
bus_stop,28.5648085,77.2426191,node,6349423450,
bus_stop,28.5393446,77.2662362,node,6349423453,Kalkaji Depot
bus_stop,28.5555763,77.2650684,node,6349423455,NSIC
bus_stop,28.5648178,77.2427974,node,6349423473,
bus_stop,28.5871429,77.2590455,node,6362074950,Sarai Kale Khan
bus_stop,28.6038715,77.2535815,node,6362085189,Nizamuddin Road Bridge
bus_stop,28.6013839,77.2544226,node,6362085190,Indraprastha Park
bus_stop,28.6096798,77.2517266,node,6362085191,Railway Road Bridge
bus_stop,28.6014657,77.2548476,node,6362085192,Indraprastha Park
bus_stop,28.6098126,77.2516813,node,6362085193,Railway Road Bridge
bus_stop,28.6201272,77.2484623,node,6362098882,Indraprastha Depot
bus_stop,28.6244315,77.2470505,node,6362098883,IP Power Station
bus_stop,28.6243165,77.2470987,node,6362099786,IP Power Station
bus_stop,28.6496936,77.2458704,node,6362111126,Shanti Van
bus_stop,28.6414512,77.2466814,node,6362111127,Raj Ghat
bus_stop,28.6413268,77.2466842,node,6362111128,Raj Ghat
bus_stop,28.6109628,77.2518525,node,6362607168,Railway Road Bridge
bus_stop,28.6033545,77.2543364,node,6362607175,Nizamuddin Road Bridge
bus_stop,28.6416462,77.2471341,node,6362607181,Raj Ghat
bus_stop,28.6159829,77.250189,node,6362609786,Pragati Power Station
bus_stop,28.632931,77.2471895,node,6362609787,Indira Gandhi Stadium
bus_stop,28.6241202,77.2477472,node,6362609799,IP Power Station
bus_stop,28.5820503,77.2656215,node,6362609803,Gurudwara Bala Sahib
bus_stop,28.5912957,77.2448653,node,6371764317,Hazarat Nizamuddin
bus_stop,28.6090173,77.2331909,node,6371772375,Jaipur House
bus_stop,28.6114743,77.2345644,node,6371772376,Akbar Road
bus_stop,28.57064,77.2465736,node,6372277576,Lajpat Nagar (DJB)
bus_stop,28.5914324,77.2450795,node,6372277578,Dargah Hazarat Nizamuddin
bus_stop,28.6014489,77.2380348,node,6372277579,Golf Club
bus_stop,28.610703,77.2260823,node,6372277580,Akbar Road
bus_stop,28.539434,77.2621608,node,6380433746,Govindpuri
bus_stop,28.5417042,77.2630065,node,6380433748,
bus_stop,28.5896162,77.2463837,node,6385492244,Hazarat Nizamuddin
bus_stop,28.6057245,77.2350784,node,6385537594,Bapa Nagar
bus_stop,28.6057921,77.2352546,node,6385537600,Bapa Nagar
bus_stop,28.5657707,77.2492549,node,6395693840,
bus_stop,28.5657619,77.249172,node,6395693841,
bus_stop,28.57658,77.2642853,node,6395693844,Maharani Bagh
bus_stop,28.6061264,77.333949,node,6395753659,Bharti Public School
bus_stop,28.6018747,77.3259814,node,6395753661,Mayur Vihar Phase 3
bus_stop,28.6130976,77.2820443,node,6395753662,Pushta X-ing
bus_stop,28.6051307,77.3225738,node,6395753667,Fire Station Dallupura
bus_stop,28.6087447,77.3200259,node,6395753668,Dallupura
bus_stop,28.6131998,77.2963442,node,6395753672,
bus_stop,28.6087298,77.3372115,node,6395753673,Mayur Vihar Phase 3 A-1 Block
bus_stop,28.6117963,77.3398531,node,6395753675,CRPF Camp Mayur Vihar Phase 3
bus_stop,28.6131193,77.3229073,node,6395753682,Old Kondli
bus_stop,28.6135931,77.2941183,node,6395754692,Shashi Garden Mor
bus_stop,28.6029549,77.3291546,node,6395754693,New Kondli A1
bus_stop,28.6029201,77.3294806,node,6395824641,New Kondli A1
bus_stop,28.615089,77.3198415,node,6395824642,
bus_stop,28.6086266,77.3199705,node,6395824643,Dallupura
bus_stop,28.6133251,77.3163461,node,6395824645,Super Bazar
bus_stop,28.6015681,77.3274635,node,6395824646,Mayur Vihar Phase 3 Crossing
bus_stop,28.6015655,77.3259972,node,6395824647,Mayur Vihar Phase III X-ing
bus_stop,28.608463,77.3373236,node,6395824648,Mayur Vihar Phase 3 A-1 Block
bus_stop,28.6031684,77.3245951,node,6395824651,Sri Sankatahara Ganapathy Temple
bus_stop,28.6114671,77.3398765,node,6395824652,CRPF Camp Mayur Vihar Phase 3
bus_stop,28.6134875,77.2936752,node,6395824653,Shashi Garden Mor
bus_stop,28.6052972,77.3331155,node,6395824656,Bharti Public School (New Kondli - C Block)
bus_stop,28.6128241,77.3127259,node,6395824657,Chand Cinema
bus_stop,28.6130675,77.3227934,node,6395824658,Old Kondli
bus_stop,28.6131526,77.3014585,node,6395824659,Kotla Village
bus_stop,28.6127335,77.297562,node,6395824660,ITI Khichripur
bus_stop,28.6059774,77.2748841,node,6395856433,Khel Gaon
bus_stop,28.5965002,77.2565077,node,6395856441,Sarai Kale Khan
bus_stop,28.6151889,77.3199159,node,6396989716,
bus_stop,28.6126165,77.3061776,node,6396989720,Trilokpuri Block 13
bus_stop,28.6066413,77.2742754,node,6396989742,Khel Gaon
bus_stop,28.6321582,77.3161152,node,6412759702,Gazipur Village
bus_stop,28.6244562,77.3095867,node,6413372973,Khichdipur Village
bus_stop,28.5437102,77.2515207,node,6458625085,B Block Kalkaji
bus_stop,28.5401431,77.2583874,node,6459196234,"G Block, Kalkaji"
bus_stop,28.5412452,77.255924,node,6459196239,Deshbandhu College
bus_stop,28.5285768,77.2577065,node,6459239174,DDA Flats Kalkaji
bus_stop,28.5619638,77.272519,node,6475016779,
bus_stop,28.5716098,77.2592074,node,6475031485,Ashram
bus_stop,28.5555543,77.2979229,node,6475063266,
bus_stop,28.5466391,77.3069627,node,6475118802,Okhla Extension
bus_stop,28.5621142,77.2858181,node,6475194127,
bus_stop,28.5724371,77.2660248,node,6475194128,Taimoor Nagar
bus_stop,28.5668811,77.269374,node,6475194130,Bharat Nagar
bus_stop,28.560938,77.2800808,node,6475194135,Jamia College
bus_stop,28.5618474,77.2725669,node,6475194139,
bus_stop,28.5614575,77.2724739,node,6475194142,
bus_stop,28.5632161,77.2912618,node,6475194143,Okhla Terminal
bus_stop,28.5646119,77.2882626,node,6475194145,
bus_stop,28.5669513,77.2695631,node,6475194159,Bharat Nagar
bus_stop,28.5489989,77.3040496,node,6475194160,
bus_stop,28.5748673,77.2622818,node,6475194164,Maharani Bagh
bus_stop,28.5660896,77.2291999,node,6475259569,Andrews Ganj
bus_stop,28.5554983,77.2978333,node,6475810264,
bus_stop,28.5647308,77.2881585,node,6475810265,
bus_stop,28.5611029,77.2800904,node,6475810266,Jamia College
bus_stop,28.5666931,77.2627419,node,6475810267,New Friends Colony
bus_stop,28.5632255,77.2914,node,6475810268,Okhla Terminal
bus_stop,28.6152927,77.2403725,node,6494105885,ITPO
bus_stop,28.5673053,77.2528017,node,6497625779,PGDAV College
bus_stop,28.567441,77.2528632,node,6497625780,PGDAV College
bus_stop,28.584888,77.300621,node,6497707579,Hindon Regulator
bus_stop,28.5977909,77.2920858,node,6497707580,Samachar Apartments
bus_stop,28.5827136,77.3134595,node,6497707581,Noida Sector 15/2
bus_stop,28.603958,77.2890575,node,6497707582,Delhi Police Apartment
bus_stop,28.5858567,77.3100649,node,6497707583,Noida Sector 14
bus_stop,28.5841039,77.3275635,node,6498242789,Noida Sector 9
bus_stop,28.5996819,77.3477567,node,6498242790,
bus_stop,28.5957457,77.3430689,node,6498242799,
bus_stop,28.5777607,77.3188974,node,6498242806,
bus_stop,28.5910322,77.3371011,node,6498242811,Noida Stadium
bus_stop,28.5993582,77.3451358,node,6498242812,12/22
bus_stop,28.5815779,77.3246636,node,6498242814,
bus_stop,28.5876875,77.3324239,node,6498242815,Noida Sector 10
bus_stop,28.5816272,77.3247457,node,6498242817,
bus_stop,28.5480826,77.2551553,node,6518840166,Nehru Place
bus_stop,28.532311,77.2871256,node,6544975573,Sarita Vihar
bus_stop,28.532179,77.2867581,node,6544975574,Sarita Vihar
bus_stop,28.5714494,77.259321,node,6555686185,Ashram
bus_stop,28.5573143,77.2697178,node,6555867881,Kalka Mor
bus_stop,28.5547013,77.2716647,node,6555896817,Sukhdev Bus Depot
bus_stop,28.5500925,77.2751557,node,6555896818,CRRI
bus_stop,28.5481728,77.276777,node,6555896819,Okhla Tank
bus_stop,28.5437086,77.2792439,node,6557590574,Harkesh Nagar
bus_stop,28.5438924,77.2795175,node,6557590575,Harkesh Nagar
bus_stop,28.5405654,77.2822614,node,6557590576,Apollo Hospital
bus_stop,28.5395169,77.2825376,node,6557590577,Apollo Hospital
bus_stop,28.6054288,77.2970562,node,6699181063,Mayur Vihar Phase 1
bus_stop,28.5699931,77.2263879,node,6766175603,PT College (Kotla)
bus_stop,28.5720544,77.2275298,node,6766995948,Defence Colony (Homeopathic College)
bus_stop,28.5281777,77.2559936,node,6769351754,DDA Flat Kalkaji Terminal
bus_stop,28.5278514,77.2573842,node,6773338022,DDA Flats Kalkaji
bus_stop,28.5294314,77.252225,node,6773338023,DDA Flats Kalkaji
bus_stop,28.5741965,77.2290356,node,6786032368,Sukhdev Vihar
bus_stop,28.5392532,77.262086,node,6837519206,Govindpuri
bus_stop,28.5318368,77.2589331,node,6837519215,DDA Flats Kalkaji
bus_stop,28.6196983,77.2364258,node,6853514729,Supreme Court
bus_stop,28.6031927,77.2271061,node,6854465821,Humayun Road
bus_stop,28.6033246,77.2272214,node,6854465827,Humayun Road
bus_stop,28.6430757,77.3167522,node,6869787549,Maharajpur Checkpost
bus_stop,28.6358948,77.3080768,node,6869787551,Hasanpur Depot
bus_stop,28.6308415,77.3166592,node,6870050014,SFS Quarters - Ghazipur
bus_stop,28.6131071,77.2957221,node,6870050018,Mayur Vihar
bus_stop,28.6147613,77.3193159,node,6872116097,Kalyanpuri
bus_stop,28.6143931,77.3212906,node,6872116098,Kalyanpuri Crossing
bus_stop,28.6209215,77.3208199,node,6872116099,
bus_stop,28.6228558,77.320074,node,6872116100,
bus_stop,28.5860833,77.2531946,node,6872614929,Nizamuddin Railway Station
bus_stop,28.5862839,77.2534326,node,6872614930,Nizamuddin Railway Station
bus_stop,28.5849775,77.258993,node,6900268785,57 to Agra
bus_stop,28.6255171,77.3132472,node,6925279906,Kichripur
bus_stop,28.5389888,77.2535935,node,6964723339,
bus_stop,28.5589656,77.2373635,node,6966567734,Lady Shriram College
bus_stop,28.5370071,77.2574135,node,6966575634,
bus_stop,28.5348663,77.2596653,node,6966575637,
bus_stop,28.534752,77.2596227,node,6966575639,
bus_stop,28.5482489,77.2493182,node,7001106960,Nehru Place
bus_stop,28.5783389,77.2458185,node,7019144404,Jal Vihar Terminal
bus_stop,28.5992612,77.2285545,node,7019144405,Sujan Singh Park
bus_stop,28.5783413,77.2459245,node,7019144406,Jal Vihar Terminal
bus_stop,28.5738812,77.3140723,node,7041856756,BHEL Power
bus_stop,28.57407,77.3139374,node,7041856758,BHEL Power
bus_stop,28.5640335,77.3333779,node,7042356201,Botanical Garden Metro Station
bus_stop,28.5619428,77.3375514,node,7042356202,Botanic Garden Bus Station
bus_stop,28.561428,77.337023,node,7042356208,
bus_stop,28.5609423,77.3360564,node,7042356209,Noida Sector 37
bus_stop,28.5967192,77.2287497,node,7062645321,Bharti Nagar
bus_stop,28.5920449,77.2324093,node,7062680765,Jawaharlal Nehru Stadium
bus_stop,28.5931494,77.2422179,node,7062680766,DPS School (near Neela Gumbad)
bus_stop,28.5925329,77.2364265,node,7062680768,ISPAT Bhawan
bus_stop,28.6105364,77.2262121,node,7083626595,Akbar Road
bus_stop,28.5869437,77.2407673,node,7083740148,
bus_stop,28.5867456,77.2410982,node,7083740149,CGO Complex
bus_stop,28.5869437,77.2407673,node,7083796925,CGO Complex
bus_stop,28.5867456,77.2410982,node,7083796926,CGO Complex
bus_stop,28.5396408,77.2828038,node,7099816920,Apollo Hospital
bus_stop,28.5509219,77.2740692,node,7099824558,
bus_stop,28.6092948,77.2861948,node,7108608607,Delhi Police Apartments
bus_stop,28.5910012,77.295235,node,7108608609,Mayur Place
bus_stop,28.5970504,77.2919514,node,7108608610,Samachar Apartments
bus_stop,28.6085437,77.2861389,node,7108608611,Delhi Police Apartments
bus_stop,28.5755498,77.3159404,node,7150943004,Noida Depot
bus_stop,28.5812811,77.3238407,node,7150948110,Noida Sector 19
bus_stop,28.593301,77.3406242,node,7151357033,
bus_stop,28.598068,77.3444931,node,7151357034,12/22
bus_stop,28.5808715,77.3237773,node,7151357035,Noida Sector 19
bus_stop,28.5846852,77.3288786,node,7151357040,Noida Sector 9
bus_stop,28.5956101,77.3432662,node,7151357041,
bus_stop,28.5991459,77.3455392,node,7151357043,12/22
bus_stop,28.5881307,77.3335567,node,7151357046,Noida Sector 21
bus_stop,28.5820981,77.3254081,node,7151357047,
bus_stop,28.57509,77.3158928,node,7151357048,Noida Depot
bus_stop,28.5821687,77.3255147,node,7151357049,
bus_stop,28.6045084,77.2695703,node,7171446389,PWD Office
bus_stop,28.5908188,77.337293,node,7189787490,Noida Stadium
bus_stop,28.5728097,77.2372017,node,7193161794,Defence Colony
bus_stop,28.6231914,77.3038596,node,7208590439,East Vinod Nagar
bus_stop,28.6219236,77.3000741,node,7208590452,Temporary
bus_stop,28.6207148,77.300806,node,7214263631,East Vinod Nagar Depot
bus_stop,28.620324,77.2976956,node,7214263642,East Vinod Nagar
bus_stop,28.6220989,77.3029929,node,7214263668,"J Block, East Vinod Nagar"
bus_stop,28.6298047,77.2465966,node,7242471572,ITO
bus_stop,28.6396163,77.2437522,node,7242498074,Doctor Ambedkar Terminal (Dilli Gate)
bus_stop,28.6367101,77.2473038,node,7242688999,Gandhi Darshan
bus_stop,28.6397996,77.2436181,node,7242689000,
bus_stop,28.6178457,77.2802953,node,7242710694,Akshardham
bus_stop,28.6177116,77.2803852,node,7242710695,Akshardham
bus_stop,28.6070995,77.287359,node,7242732172,Temporary Stop
bus_stop,28.5805118,77.3151737,node,7253664046,
bus_stop,28.5829978,77.3128912,node,7253664056,Noida Sector 15/2
bus_stop,28.5654705,77.3172015,node,7253664057,Film City Mod
bus_stop,28.5643704,77.3353708,node,7253664058,
bus_stop,28.5690087,77.3285231,node,7253664059,Sector 28
bus_stop,28.5622269,77.3389937,node,7253664060,Noida Sector 37
bus_stop,28.5603178,77.3413628,node,7253664061,
bus_stop,28.593176,77.2938666,node,7253664075,Mayur Place
bus_stop,28.5911044,77.2957849,node,7254675697,Mayur Place
bus_stop,28.5846442,77.3003653,node,7254675698,Hindon Regulator
bus_stop,28.5855345,77.3102438,node,7254675699,Noida Sector 14
bus_stop,28.5768821,77.3190321,node,7254675700,Rajnigandha Chowk
bus_stop,28.5681607,77.3218846,node,7254675701,Wave Cinema
bus_stop,28.6376719,77.2526235,node,7266045731,Rajghat Power House
bus_stop,28.6376192,77.2527797,node,7266045739,Rajghat Power House
bus_stop,28.6295212,77.2478961,node,7266359653,ITO
bus_stop,28.5876702,77.2292692,node,7655631092,Pragati Vihar
bus_stop,28.5967374,77.2284699,node,7655631102,Bharti Nagar
bus_stop,28.5918075,77.2953884,node,8889306935,Mayur Place
bus_stop,28.6049827,77.3059315,node,9034688601,Trilokpuri 27 Block
bus_stop,28.6433998,77.2257582,node,9037266608,Kamala Market (Bara Akhara)
bus_stop,28.6408018,77.2385442,node,9037354776,
bus_stop,28.6420182,77.2283871,node,9037354777,Jawaharlal Nehru Marg
bus_stop,28.6412114,77.23489,node,9037354778,
bus_stop,28.6411867,77.2300358,node,9037354779,Zakir Hussain College
bus_stop,28.6051735,77.3060597,node,9042596787,Trilokpuri 27 Block
bus_stop,28.6386903,77.2514958,node,9048226053,Rajghat/Gandhi Darshan
bus_stop,28.6411315,77.2296323,node,9048226054,Zakir Hussain College
bus_stop,28.6400057,77.2360353,node,9048226057,Lok Nayak Hospital
bus_stop,28.6418101,77.2330123,node,9048339568,
bus_stop,28.6446419,77.2261941,node,9052026100,
bus_stop,28.6367124,77.2466393,node,9103577590,Gandhi Darshan
bus_stop,28.6196354,77.308603,node,9107546085,Kalyanvas Mayur Vihar Phase 2
bus_stop,28.6204557,77.3074765,node,9107546087,Radha Swami Satsang Beas Mayur Vihar Phase 2
bus_stop,28.6202118,77.3016386,node,9107546088,Mayur Vihar Phase 2 (Pocket A)
bus_stop,28.6141058,77.2916965,node,9110637283,PS Pandav Nagar
bus_stop,28.6036638,77.3196024,node,9110637284,Somerville School
bus_stop,28.619773,77.3405355,node,9110637287,
bus_stop,28.6036125,77.3197107,node,9110637289,Somerville School
bus_stop,28.616962,77.3388337,node,9193334701,
bus_stop,28.6311059,77.2989544,node,9200039630,Sarvodaya School Mandawali
bus_stop,28.6308266,77.3006814,node,9200039631,Prince Apartments
bus_stop,28.6309402,77.3005949,node,9200039632,Prince Apartments
bus_stop,28.6328215,77.2991382,node,9200039633,Chander Vihar
bus_stop,28.6329528,77.2989926,node,9200039634,Chander Vihar
bus_stop,28.6344146,77.3019259,node,9200039648,Ashirwad Apartment
bus_stop,28.634762,77.3023434,node,9200039649,Ashirwad Apartment
bus_stop,28.6337825,77.2822254,node,9216197676,Shakarpur
bus_stop,28.6168755,77.3178529,node,9220783978,Kalyanpuri Terminal
bus_stop,28.6211211,77.3130696,node,9221655995,
bus_stop,28.6202099,77.3140848,node,9221655996,
bus_stop,28.618656,77.3158188,node,9221655997,
bus_stop,28.6168053,77.3177272,node,9221655998,Kalyanpuri Terminal
bus_stop,28.6237522,77.3099622,node,9221656009,East Vinod Nagar
bus_stop,28.6238829,77.3096162,node,9221656010,East Vinod Nagar
bus_stop,28.62492,77.3088437,node,9221656011,
bus_stop,28.6210493,77.3129918,node,9225948566,
bus_stop,28.6201528,77.3140224,node,9225948567,
bus_stop,28.6186089,77.3157873,node,9225948568,
bus_stop,28.6127672,77.3076099,node,9238945364,Trilokpuri 13 Block
bus_stop,28.6265539,77.3165993,node,9238945366,
bus_stop,28.6431342,77.297205,node,9238945367,Karkardooma Crossing
bus_stop,28.6424841,77.2963466,node,9238945368,New Rajdhani Enclave
bus_stop,28.5589547,77.2730072,node,9485945593,Sukhdev Vihar
bus_stop,28.6155126,77.2884455,node,9573021475,Patparganj Mor
bus_stop,28.6428554,77.2972248,node,9645404097,Karkardooma Crossing
bus_stop,28.6450315,77.2977099,node,9652337722,Gagan Vihar
